0.0000 -1.0000 0.0000 
0.0000 -0.9608 -0.1229 
0.0000 -0.9216 -0.2439 
0.0000 -0.8824 -0.3612 
0.0000 -0.8431 -0.4731 
0.0000 -0.8039 -0.5778 
0.0000 -0.7647 -0.6737 
0.0000 -0.7255 -0.7594 
0.0000 -0.6863 -0.8336 
0.0000 -0.6471 -0.8952 
0.0000 -0.6078 -0.9432 
0.0000 -0.5686 -0.9768 
0.0000 -0.5294 -0.9957 
0.0000 -0.4902 -0.9995 
0.0000 -0.4510 -0.9882 
0.0000 -0.4118 -0.9618 
0.0000 -0.3725 -0.9209 
0.0000 -0.3333 -0.8660 
0.0000 -0.2941 -0.7980 
0.0000 -0.2549 -0.7179 
0.0000 -0.2157 -0.6269 
0.0000 -0.1765 -0.5264 
0.0000 -0.1373 -0.4180 
0.0000 -0.0980 -0.3032 
0.0000 -0.0588 -0.1837 
0.0000 -0.0196 -0.0616 
0.0000 0.0196 0.0616 
0.0000 0.0588 0.1837 
0.0000 0.0980 0.3032 
0.0000 0.1373 0.4180 
0.0000 0.1765 0.5264 
0.0000 0.2157 0.6269 
0.0000 0.2549 0.7179 
0.0000 0.2941 0.7980 
0.0000 0.3333 0.8660 
0.0000 0.3725 0.9209 
0.0000 0.4118 0.9618 
0.0000 0.4510 0.9882 
0.0000 0.4902 0.9995 
0.0000 0.5294 0.9957 
0.0000 0.5686 0.9768 
0.0000 0.6078 0.9432 
0.0000 0.6471 0.8952 
0.0000 0.6863 0.8336 
0.0000 0.7255 0.7594 
0.0000 0.7647 0.6737 
0.0000 0.8039 0.5778 
0.0000 0.8431 0.4731 
0.0000 0.8824 0.3612 
0.0000 0.9216 0.2439 
0.0000 0.9608 0.1229 
0.0000 1.0000 0.0000 

0.0075 -1.0000 0.0000 
0.0075 -0.9608 -0.1353 
0.0075 -0.9216 -0.2463 
0.0075 -0.8824 -0.3552 
0.0075 -0.8431 -0.4596 
0.0075 -0.8039 -0.5579 
0.0075 -0.7647 -0.6483 
0.0075 -0.7255 -0.7292 
0.0075 -0.6863 -0.7994 
0.0075 -0.6471 -0.8577 
0.0075 -0.6078 -0.9031 
0.0075 -0.5686 -0.9349 
0.0075 -0.5294 -0.9527 
0.0075 -0.4902 -0.9561 
0.0075 -0.4510 -0.9451 
0.0075 -0.4118 -0.9197 
0.0075 -0.3725 -0.8805 
0.0075 -0.3333 -0.8280 
0.0075 -0.2941 -0.7629 
0.0075 -0.2549 -0.6863 
0.0075 -0.2157 -0.5993 
0.0075 -0.1765 -0.5032 
0.0075 -0.1373 -0.3995 
0.0075 -0.0980 -0.2898 
0.0075 -0.0588 -0.1756 
0.0075 -0.0196 -0.0588 
0.0075 0.0196 0.0588 
0.0075 0.0588 0.1756 
0.0075 0.0980 0.2898 
0.0075 0.1373 0.3995 
0.0075 0.1765 0.5032 
0.0075 0.2157 0.5993 
0.0075 0.2549 0.6863 
0.0075 0.2941 0.7629 
0.0075 0.3333 0.8280 
0.0075 0.3725 0.8805 
0.0075 0.4118 0.9197 
0.0075 0.4510 0.9451 
0.0075 0.4902 0.9561 
0.0075 0.5294 0.9527 
0.0075 0.5686 0.9349 
0.0075 0.6078 0.9031 
0.0075 0.6471 0.8577 
0.0075 0.6863 0.7994 
0.0075 0.7255 0.7292 
0.0075 0.7647 0.6483 
0.0075 0.8039 0.5579 
0.0075 0.8431 0.4596 
0.0075 0.8824 0.3552 
0.0075 0.9216 0.2463 
0.0075 0.9608 0.1353 
0.0075 1.0000 0.0000 

0.0150 -1.0000 0.0000 
0.0150 -0.9608 -0.1377 
0.0150 -0.9216 -0.2451 
0.0150 -0.8824 -0.3482 
0.0150 -0.8431 -0.4465 
0.0150 -0.8039 -0.5390 
0.0150 -0.7647 -0.6242 
0.0150 -0.7255 -0.7006 
0.0150 -0.6863 -0.7669 
0.0150 -0.6471 -0.8220 
0.0150 -0.6078 -0.8650 
0.0150 -0.5686 -0.8950 
0.0150 -0.5294 -0.9117 
0.0150 -0.4902 -0.9147 
0.0150 -0.4510 -0.9039 
0.0150 -0.4118 -0.8796 
0.0150 -0.3725 -0.8420 
0.0150 -0.3333 -0.7916 
0.0150 -0.2941 -0.7294 
0.0150 -0.2549 -0.6561 
0.0150 -0.2157 -0.5729 
0.0150 -0.1765 -0.4810 
0.0150 -0.1373 -0.3819 
0.0150 -0.0980 -0.2770 
0.0150 -0.0588 -0.1679 
0.0150 -0.0196 -0.0562 
0.0150 0.0196 0.0562 
0.0150 0.0588 0.1679 
0.0150 0.0980 0.2770 
0.0150 0.1373 0.3819 
0.0150 0.1765 0.4810 
0.0150 0.2157 0.5729 
0.0150 0.2549 0.6561 
0.0150 0.2941 0.7294 
0.0150 0.3333 0.7916 
0.0150 0.3725 0.8420 
0.0150 0.4118 0.8796 
0.0150 0.4510 0.9039 
0.0150 0.4902 0.9147 
0.0150 0.5294 0.9117 
0.0150 0.5686 0.8950 
0.0150 0.6078 0.8650 
0.0150 0.6471 0.8220 
0.0150 0.6863 0.7669 
0.0150 0.7255 0.7006 
0.0150 0.7647 0.6242 
0.0150 0.8039 0.5390 
0.0150 0.8431 0.4465 
0.0150 0.8824 0.3482 
0.0150 0.9216 0.2451 
0.0150 0.9608 0.1377 
0.0150 1.0000 0.0000 

0.0225 -1.0000 0.0000 
0.0225 -0.9608 -0.1366 
0.0225 -0.9216 -0.2412 
0.0225 -0.8824 -0.3398 
0.0225 -0.8431 -0.4332 
0.0225 -0.8039 -0.5207 
0.0225 -0.7647 -0.6012 
0.0225 -0.7255 -0.6734 
0.0225 -0.6863 -0.7361 
0.0225 -0.6471 -0.7881 
0.0225 -0.6078 -0.8287 
0.0225 -0.5686 -0.8570 
0.0225 -0.5294 -0.8726 
0.0225 -0.4902 -0.8752 
0.0225 -0.4510 -0.8648 
0.0225 -0.4118 -0.8413 
0.0225 -0.3725 -0.8052 
0.0225 -0.3333 -0.7570 
0.0225 -0.2941 -0.6974 
0.0225 -0.2549 -0.6273 
0.0225 -0.2157 -0.5477 
0.0225 -0.1765 -0.4598 
0.0225 -0.1373 -0.3651 
0.0225 -0.0980 -0.2648 
0.0225 -0.0588 -0.1605 
0.0225 -0.0196 -0.0538 
0.0225 0.0196 0.0538 
0.0225 0.0588 0.1605 
0.0225 0.0980 0.2648 
0.0225 0.1373 0.3651 
0.0225 0.1765 0.4598 
0.0225 0.2157 0.5477 
0.0225 0.2549 0.6273 
0.0225 0.2941 0.6974 
0.0225 0.3333 0.7570 
0.0225 0.3725 0.8052 
0.0225 0.4118 0.8413 
0.0225 0.4510 0.8648 
0.0225 0.4902 0.8752 
0.0225 0.5294 0.8726 
0.0225 0.5686 0.8570 
0.0225 0.6078 0.8287 
0.0225 0.6471 0.7881 
0.0225 0.6863 0.7361 
0.0225 0.7255 0.6734 
0.0225 0.7647 0.6012 
0.0225 0.8039 0.5207 
0.0225 0.8431 0.4332 
0.0225 0.8824 0.3398 
0.0225 0.9216 0.2412 
0.0225 0.9608 0.1366 
0.0225 1.0000 0.0000 

0.0300 -1.0000 0.0000 
0.0300 -0.9608 -0.1339 
0.0300 -0.9216 -0.2356 
0.0300 -0.8824 -0.3305 
0.0300 -0.8431 -0.4196 
0.0300 -0.8039 -0.5027 
0.0300 -0.7647 -0.5790 
0.0300 -0.7255 -0.6473 
0.0300 -0.6863 -0.7066 
0.0300 -0.6471 -0.7558 
0.0300 -0.6078 -0.7941 
0.0300 -0.5686 -0.8208 
0.0300 -0.5294 -0.8354 
0.0300 -0.4902 -0.8376 
0.0300 -0.4510 -0.8274 
0.0300 -0.4118 -0.8048 
0.0300 -0.3725 -0.7701 
0.0300 -0.3333 -0.7239 
0.0300 -0.2941 -0.6669 
0.0300 -0.2549 -0.5998 
0.0300 -0.2157 -0.5236 
0.0300 -0.1765 -0.4396 
0.0300 -0.1373 -0.3490 
0.0300 -0.0980 -0.2531 
0.0300 -0.0588 -0.1534 
0.0300 -0.0196 -0.0514 
0.0300 0.0196 0.0514 
0.0300 0.0588 0.1534 
0.0300 0.0980 0.2531 
0.0300 0.1373 0.3490 
0.0300 0.1765 0.4396 
0.0300 0.2157 0.5236 
0.0300 0.2549 0.5998 
0.0300 0.2941 0.6669 
0.0300 0.3333 0.7239 
0.0300 0.3725 0.7701 
0.0300 0.4118 0.8048 
0.0300 0.4510 0.8274 
0.0300 0.4902 0.8376 
0.0300 0.5294 0.8354 
0.0300 0.5686 0.8208 
0.0300 0.6078 0.7941 
0.0300 0.6471 0.7558 
0.0300 0.6863 0.7066 
0.0300 0.7255 0.6473 
0.0300 0.7647 0.5790 
0.0300 0.8039 0.5027 
0.0300 0.8431 0.4196 
0.0300 0.8824 0.3305 
0.0300 0.9216 0.2356 
0.0300 0.9608 0.1339 
0.0300 1.0000 0.0000 

0.0375 -1.0000 0.0000 
0.0375 -0.9608 -0.1304 
0.0375 -0.9216 -0.2291 
0.0375 -0.8824 -0.3206 
0.0375 -0.8431 -0.4058 
0.0375 -0.8039 -0.4850 
0.0375 -0.7647 -0.5575 
0.0375 -0.7255 -0.6223 
0.0375 -0.6863 -0.6785 
0.0375 -0.6471 -0.7250 
0.0375 -0.6078 -0.7612 
0.0375 -0.5686 -0.7863 
0.0375 -0.5294 -0.7999 
0.0375 -0.4902 -0.8018 
0.0375 -0.4510 -0.7918 
0.0375 -0.4118 -0.7700 
0.0375 -0.3725 -0.7367 
